Município;Sigla da Unidade da Federação;Área da unidade territorial;Estabelecimentos de Saúde SUS;Índice de Desenvolvimento Humano Municipal - 2010 (IDHM 2010);Matrícula - Ensino fundamental - 2012;Matrícula - Ensino médio - 2012;Pessoal ocupado total;PIB per capita a preços correntes;População residente - Homens;População residente - Mulheres;População residente que frequentava creche ou escola;População residente, religião católica apostólica romana;População residente, religião espírita;População residente, religião evangélicas;Valor do rendimento nominal mediano mensal per capita dos domicílios particulares permanentes - Rural;Valor do rendimento nominal mediano mensal per capita dos domicílios particulares permanentes - Urbana;Valor do rendimento nominal médio mensal dos domicílios particulares permanentes com rendimento domiciliar, por situação do domicílio - Rural;Valor do rendimento nominal médio mensal dos domicílios particulares permanentes com rendimento domiciliar, por situação do domicílio - Urbana;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência que exerciam o trabalho principal no município de residência;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência que exerciam o trabalho principal em mais de um município ou país;Pessoas de 10 anos ou mais de idade, Sem instrução e fundamental incompleto - Total;Pessoas de 10 anos ou mais de idade, Fundamental completo e médio incompleto - Total;Pessoas de 10 anos ou mais de idade, Médio completo e superior incompleto - Total;Pessoas de 10 anos ou mais de idade, Superior completo - Total;Taxa de analfabetismo da população de 15 anos ou mais de idade - 2000 - total;Taxa de analfabetismo da população de 15 anos ou mais de idade - 2010 - total;Unidades domésticas por tipo - nuclear - homem com filho(s);Unidades domésticas por tipo - nuclear - mulher com filho(s)
140023;RR;12065,754;10;0,639;1779;272;360;10345,8;4309;3805;3278;3218;.;3237;207,5;300;1239,77;1366,09;3215;7;4031;1091;910;222;20,5;12,2;2,6;8,8
140028;RR;14409,577;4;0,582;1695;232;413;9765,75;4600;4096;3003;3868;.;1985;67;255;1194,18;1350,26;2838;22;4805;959;798;156;21,1;30,2;3,6;9,4
140030;RR;12461,21;11;0,665;3084;674;918;11151,46;7865;6927;5519;9031;5;3363;161,67;262,4;1390,96;2238,87;4542;36;7648;1555;1966;428;22,3;17,2;3,3;10,9
140040;RR;6966,813;58;0,594;2959;470;471;10019,01;4678;4262;4055;6142;.;2475;37,86;320;853,24;2067,48;1899;5;3916;782;901;128;20,3;12,3;2,8;6,9
140045;RR;8028,483;66;0,65;3037;631;813;10935,88;5408;5025;4622;4779;.;4148;44,67;402;959,54;2493,15;3221;11;4501;1168;1451;204;14,3;9,8;3,7;10,6
140047;RR;33594,046;6;0,619;5068;864;2281;9307,59;12923;11356;9417;13336;86;7581;113,4;316,83;845,36;1573,36;9599;20;12497;3000;2705;664;23,4;14,5;2,5;9,4
140050;RR;4284,507;2;0,655;1381;267;554;9764,41;3551;3218;2671;3228;.;2409;200;275;1129,08;1573,86;2784;35;3110;812;1085;224;18,7;11,6;2,4;8,8
140060;RR;1526,888;3;0,649;950;200;390;9454,62;3568;3182;2379;3330;2;1968;126,67;255;1008,06;1643,54;1950;7;3221;861;1113;238;18,5;12,2;2,8;10
140070;RR;8065,564;53;0,453;3139;322;82;7539,88;4339;4036;2737;5869;.;1133;20;145,71;791,38;1714,3;2812;.;4356;598;260;36;37,3;28,2;2,9;3,7
150010;PA;1610,606;49;0,628;29270;7051;9357;3788,16;71630;69470;53317;102163;115;29967;133,2;255;818,5;1689,9;47063;416;71406;17764;20766;3334;19,3;13,7;2;9,5
150013;PA;614,271;4;0,622;1318;256;684;6799,87;3533;3247;2316;4027;.;1703;255;253,33;1127,17;1487,87;2366;7;3731;964;594;121;25;17,8;2,8;13,8
150020;PA;4343,805;17;0,506;13168;2338;3772;4389,36;28115;25454;21694;28981;.;16352;130;255;868,11;1365,83;20691;34;33576;4262;2489;447;31,6;21,3;3;7,9
150030;PA;8372,795;22;0,489;11642;1022;2285;3248,53;18453;16589;14717;27863;111;6552;63,75;206,67;761,3;1608,71;9656;.;21356;2187;1532;385;43,6;28,9;2,7;5,8
150034;PA;7113,961;11;0,564;2842;472;927;7774,75;13618;11439;7691;16373;.;6205;187,5;240,33;1238,75;1481,61;8046;30;15820;3160;1194;125;20,5;11,8;1,4;3,9
150040;PA;23645,452;7;0,564;13898;2337;2552;4635,68;27030;25596;21623;41697;.;9529;85;215,89;651,52;1271,67;18111;25;29238;5462;4154;732;19,2;15,6;2,9;9,6
150050;PA;72954,798;24;0,642;7868;1927;8723;12750,76;17468;16146;12609;21940;26;9839;170;400;1119,64;2732,2;12111;73;15970;3595;4866;1249;19,6;13,8;2,4;7,7
150060;PA;159533,73;46;0,665;19990;5952;19297;6895,44;49819;49256;34797;54487;234;26666;166,67;360;1342,96;2010,04;40440;430;47335;14966;13944;3162;18,4;12,5;2,6;13,5
150070;PA;6921,746;7;0,484;8532;771;1372;2748,05;12957;11802;9984;15257;.;8823;76;205,2;686,25;1523,92;7596;.;14992;1549;782;154;49,4;33;2,2;6,3
150080;PA;190,503;64;0,718;75519;21796;68260;7779,11;226635;245345;160359;269329;3732;157230;190,4;370;686,07;2131,18;123439;2537;163319;86151;122303;20459;5,4;3,4;2,5;16,1
150085;PA;11895,506;5;0,548;5197;834;1492;4552,29;10992;9551;7205;11342;25;6784;147,5;255;980,55;1451,26;9046;34;12064;1999;1295;252;30,2;19,2;3,5;8,2
150090;PA;1091,541;18;0,52;10412;2082;1895;3257,79;20989;19508;14995;33489;11;5823;85;140;636,65;937,13;11953;30;23916;3998;2268;271;34;26,3;2,7;9,7
150095;PA;1811,84;10;0,519;5256;820;1203;4754,16;13620;12926;9532;19182;.;5929;106,67;175;859,98;1126,65;6613;57;16121;2627;1687;303;36,5;23,5;3,2;8,5
150100;PA;17074,036;6;0,541;3839;614;814;3351,99;8367;7482;7056;11366;.;4049;103;120,63;758,82;993,67;5530;12;8440;2205;956;147;24,3;13,7;3,4;7,2
150110;PA;4397,321;5;0,471;5186;442;331;2365,52;12135;11729;9412;12633;.;8235;88,4;170;675,01;1288,8;7456;.;14284;1583;1067;103;34,2;24;2,2;3,9
150120;PA;3758,297;11;0,578;7072;1297;1526;3937,66;19446;17436;15253;28360;10;7645;133,33;216;850,83;1332,5;14287;.;19252;4203;4320;539;18,5;13,9;3,1;8
150125;PA;2956,649;6;0,594;800;160;303;10374,35;1847;1584;1027;2053;13;1054;255;286,67;1521,23;1575,81;1317;.;2044;300;326;35;24,4;18,3;2,6;7,6
150130;PA;1310,336;32;0,662;22117;6204;21749;35573,48;50346;49513;37371;52378;480;33698;278;300;1900,47;1633,98;34540;111;42629;16915;17044;2585;12,2;8,5;2,4;11,8
150140;PA;1059,406;168;0,746;197751;68364;447345;12921,64;659008;734391;461560;863109;21306;397759;215;450;1133,72;3240,05;567513;3352;455026;232027;370234;123915;5;3,3;2,9;18
150145;PA;4398,419;10;0,588;3898;817;1042;4605,12;8481;7837;6129;11677;.;3676;128,67;255;726,03;1498,56;4576;22;8660;1842;1866;241;19,1;12,4;2,4;10,1
150150;PA;187,826;17;0,665;11320;3276;6942;11597,82;25815;25836;18124;27593;134;18770;266,67;300;1252,99;1657,47;13383;296;22106;9243;9119;1255;10,7;6,8;2,6;13,1
150157;PA;2816,479;9;0,589;2502;600;955;5321,81;8051;7247;5433;9638;.;4013;207,43;264;1158;1568,55;5712;.;8990;1546;1442;290;37,2;21,1;3,1;11,1
150160;PA;586,737;4;0,546;2660;486;924;3387,51;7114;6516;4783;11399;.;1968;150;255;774,65;1337,09;5181;.;7855;1574;1128;102;32,1;21,8;2,6;9,6
150170;PA;2091,93;26;0,6;24925;5271;6608;3992,7;57291;55936;39825;87539;21;21540;134;255;847,12;1673,55;40023;294;58974;13362;14265;2498;21,4;15,7;2,8;11,2
150172;PA;6362,575;12;0,613;3098;874;971;4992,69;8314;7376;5057;8507;15;4377;150;290;1787,36;1531,83;6088;17;9184;2022;1227;213;24,9;17,8;2,3;10
150175;PA;1288,477;10;0,591;1498;389;463;5069,87;3832;3485;2593;4839;.;1801;172,33;255;985,68;1418,74;2581;12;3938;906;777;127;26,8;19,7;2,6;11,8
150178;PA;3941,938;17;0,568;10427;1237;3252;9804,24;27085;25408;19616;27199;4;17294;166,67;225;933,96;1256,34;15126;27;30089;5464;3995;505;28,2;20,3;2,2;9,1
150180;PA;9550,513;26;0,503;27883;3401;6929;3607,68;47788;45072;37602;63088;36;23702;90,78;200;805,27;1420,26;29592;161;55185;6624;5244;1141;35,8;24,7;2,6;8,5
150190;PA;1005,168;10;0,552;6188;1358;1729;2923,36;13335;12360;9689;19798;.;4948;116;232,5;711,25;1134,42;9215;.;13541;3450;2280;151;24,8;14,6;2,9;9,3
150195;PA;2461,972;5;0,473;4726;389;502;2462,19;13720;12764;9486;17632;.;6778;80,67;188,89;625,08;1007,32;7775;23;16211;1548;1326;70;47,6;28,8;2,4;5,5
150200;PA;3100,261;14;0,546;4439;629;857;3463,89;10545;9898;8230;14874;.;5199;122,83;164,17;877,9;1303,25;6324;27;12029;2465;1307;179;18,5;13,6;3;9
150210;PA;3081,367;34;0,577;31013;5078;5796;3129;62016;58880;49471;99133;12;16303;100;227,5;855,9;1637,05;45313;71;62899;14793;13594;1823;16,2;10,5;1,9;7,1
150215;PA;3146,407;13;0,673;6856;1491;7172;58366,75;13585;13131;10681;14556;115;9516;236,67;382,5;1223,21;2039,24;10410;39;11959;3887;4262;648;18,5;9,9;1,9;11
150220;PA;614,693;28;0,655;12395;4045;6573;7874,68;31494;32145;22321;48388;336;12318;128,67;288,33;714,29;1516,94;22942;509;30113;9789;10996;1318;17,1;13,8;2,7;13,8
150230;PA;2899,553;18;0,548;10347;2050;2984;3634,25;26621;25272;19489;43558;106;7466;126,67;230,8;788,04;1354,11;20524;141;31579;4734;4087;678;34,9;24,1;2,3;11,3
150240;PA;1028,889;53;0,673;32939;10984;32779;8372,31;84476;88673;58962;113623;589;46924;200;325,5;1002,97;1884,7;62491;1270;75424;28367;31863;5608;12,7;7,8;2,3;14,8
150250;PA;13084,957;14;0,453;5024;242;602;3676,38;11180;9825;7387;17222;.;3624;100;170;1245,12;1020,6;6688;.;13670;1267;234;119;37,1;27,1;2,3;6,4
150260;PA;609,792;10;0,602;2492;530;380;3623,62;5879;5502;4328;8849;20;1936;128,57;255;755,79;1428,57;3638;5;5816;1662;1379;159;13,9;10,4;3,4;12,8
150270;PA;5829,482;22;0,64;8876;2662;4517;5914,04;23309;22248;16114;28542;256;12681;178;340;865,31;1685,81;17424;181;22643;6200;6479;1527;21,3;14,1;2,8;12,9
150275;PA;690,947;7;0,566;8159;1425;2124;3641,62;14590;13626;11803;18878;11;7608;170;213,5;994,41;1321,39;10354;88;15353;3575;2458;284;30,2;20,4;2,8;10,5
150276;PA;17085,001;9;0,55;1905;77;1001;9488;6081;4385;2717;5709;10;2697;270;300;1568,07;1811,03;4416;9;6724;944;452;114;25,7;25,2;2,2;5,2
150277;PA;2368,743;11;0,636;4071;1290;1489;5691,19;9666;8622;6890;10006;38;4997;220;255;1158,59;1256,04;4929;38;9540;2587;2237;278;26,9;18;3,8;14,5
150280;PA;3617,252;9;0,502;8838;907;980;2269,82;15059;13490;12203;17751;16;7544;96;208;833,89;1372,77;9244;8;16712;1947;1278;290;32,3;21,6;1,7;5,4
150285;PA;1431,157;6;0,578;3428;757;1125;5224,89;6456;5798;5297;8787;.;2154;98,57;170;664,6;1121,67;4278;7;6246;1408;1070;266;18,4;14,4;3,5;8,1
150290;PA;672,675;16;0,582;7768;1827;1943;3522,24;17568;16726;12483;24148;12;7799;150;158,25;860,89;1190,41;9846;20;18136;4633;4086;225;12,2;10,8;3;12,2
150293;PA;5268,815;10;0,615;8951;1874;5570;5282,64;26624;24695;18815;30349;48;12544;233,33;252;1317,51;1440,91;18503;161;26973;7221;4982;1008;28,9;17,7;1,8;12
150295;PA;2956,734;13;0,56;6972;1574;2449;6296,83;16814;14972;11837;16258;.;9678;150;250;788,04;1497,34;11181;95;19175;3054;2020;344;27,5;21,3;2,9;10,5
150300;PA;11770,628;8;0,563;1958;253;617;5371,38;4240;3937;3644;6964;.;1145;33,4;179,2;564,51;1022,37;2394;4;4210;986;751;134;16,1;10,5;2,6;8,8
150304;PA;3444,285;6;0,583;3564;783;1439;16222,65;9551;8217;5905;11409;.;5093;125;228,33;900,61;1421,43;5950;38;10283;1883;1507;356;25,8;18,8;2,5;9,4
150307;PA;1599,028;6;0,526;7271;1194;1119;3624,68;13107;11927;10269;21568;.;3036;146,33;244,4;840,21;1356,43;10209;62;15205;2140;1472;289;41,7;30,5;2,3;9,5
150309;PA;7023,914;15;0,56;6958;1419;3255;4838,58;15750;14686;10781;15377;7;9010;148;255;849,35;1466,8;10233;101;18161;3133;2307;351;30,3;22,7;2;8,7
150310;PA;8540,113;26;0,509;8663;1144;1870;3208,5;15400;13662;12151;23247;.;3527;113,33;216,25;1060,84;1348,09;9691;.;17088;2521;1450;166;35,1;24,8;2,1;5,7
150320;PA;785,983;15;0,595;7267;1756;2237;3470,14;18117;17770;12832;28149;94;6024;167,33;206,4;880,28;1393,78;11861;13;19168;4597;4519;533;21,4;15,6;3,3;14,3
150330;PA;1996,843;13;0,547;13870;2158;3560;3047,51;29674;28403;21368;35611;.;17638;100;210;753,83;1283,93;20522;79;33651;5727;4773;677;25,4;19,1;2,4;7,5
150340;PA;471,449;14;0,572;1958;387;703;3610,05;5170;4867;3684;7823;.;1752;170;255;855,02;1526,6;2929;6;5477;1266;1121;137;24,5;15,6;2,6;12,1
150345;PA;5215,555;13;0,489;7128;1245;2393;6166,5;26904;24405;16551;35766;15;11148;116,8;203,67;927,06;1237,07;12871;37;33084;4378;1995;435;35,4;22,8;2,5;7
150350;PA;1379,362;12;0,559;6268;992;1346;2939,89;16261;15103;11355;22890;.;6894;127,11;270;807,02;1646,52;12673;10;18244;3317;2513;347;22,2;19,7;2,9;12
150360;PA;62040,705;27;0,64;20886;4620;10645;6669,83;49681;47812;34934;58452;201;25408;255;296;1652,3;1910,36;36665;90;50100;15404;10524;2052;20,8;13,9;2,8;12,4
150370;PA;7880,107;13;0,528;11855;1984;2521;4251,43;27026;24194;18384;31662;.;14269;127,5;196,67;1105,71;1098,85;15989;84;30165;4673;3585;527;33,8;23,1;3;9,2
150375;PA;53303,083;13;0,505;4400;676;768;6688,73;8037;6066;5524;6695;.;3311;77,4;300;1861,52;1636,76;4809;.;8990;978;664;95;36,8;27,4;3,2;7,2
150380;PA;2008,315;16;0,622;9730;2462;5017;4779,31;25769;25591;18388;30223;76;13880;125;255;1111,92;1773,85;17736;104;27394;6949;5998;699;26,3;16;2,5;14,1
150390;PA;8306,273;13;0,592;12269;2545;5134;11951,15;24578;22508;20664;34863;6;11185;127,5;260;949,59;1881,04;15769;.;23550;5828;4744;605;15,1;8,9;3,1;7
150400;PA;1490,186;18;0,541;6486;1003;984;3766,83;13115;11906;10411;16582;.;6890;90,67;211,76;789,38;1375,59;9699;7;13965;2243;2129;396;23,1;14,8;1,9;4,3
150405;PA;469,492;15;0,599;7349;1519;2442;5502,63;13740;14164;9936;20096;24;6404;154,29;250;941,02;1566,86;8671;177;15472;2772;3100;561;23,3;17,6;2,5;14,5
150410;PA;325,265;9;0,597;1791;440;307;3430,36;4258;3857;3289;6022;7;1757;116,86;238,5;667,66;1130,7;2317;4;4303;1023;987;83;16,4;10,6;3,4;11,2
150420;PA;15128,416;41;0,668;46860;13840;47960;15427,12;118196;115473;81726;131711;885;70264;178,33;375;1185,34;2299,24;90414;691;103399;33850;40096;6568;17,1;11,4;2,6;12,2
150430;PA;855,664;21;0,57;6878;1444;1801;3732,04;14699;13677;11757;19712;.;7501;127;180;878,74;1204,33;9295;29;16021;3667;2249;285;18;12;4,4;12,2
150440;PA;795,987;14;0,609;6031;1669;1099;3891,2;13884;12721;9914;20472;45;5382;170;290;917,27;1382,79;9743;22;13891;3967;3257;279;14,2;9,4;3,9;12,1
150442;PA;103,343;21;0,676;18573;5779;14501;5849,66;53884;54362;38194;65253;436;34251;280;300;2163,04;1530,2;24349;435;41382;21261;23049;2148;9,3;4,7;2,7;13
150445;PA;8272,629;9;0,582;5134;965;1419;5955,7;14888;12440;8648;14525;.;8101;160;288,8;1372,99;1503,01;11114;.;16429;3095;1811;172;24,2;18,4;3,3;6,6
150450;PA;6774,018;9;0,418;6638;681;1054;2888,77;13227;11581;9556;14380;.;8910;71,5;218,33;662,69;1493,34;6816;7;15848;757;670;190;41,9;36,7;1,6;4,7
150460;PA;870,809;13;0,575;7061;1147;1239;3517,17;13747;12984;11684;18067;.;7303;98,5;184,57;736,16;1384,28;10063;22;14344;2818;2765;391;15,2;10,9;2,8;10,4
150470;PA;9094,135;19;0,547;17568;2859;6949;3894,12;36666;33352;26472;39859;13;22581;146,8;253,33;931,38;2156,99;25354;38;40216;7313;4972;617;30;18,8;3;8,9
150480;PA;18152,56;38;0,589;14252;3128;3145;5621,88;28508;26954;21258;38369;46;12941;102;255;717,54;1383,15;19632;77;30048;6969;5845;822;20,2;14,3;2,3;8,8
150490;PA;3765,55;12;0,547;7479;1399;1114;2584,55;17906;16298;12732;23515;.;8668;140;170;1092,31;1306,13;11190;11;19342;4132;2257;212;21,2;13;1,7;5,7
150495;PA;2809,312;6;0,502;4774;964;1338;3492,54;10643;9515;8141;13794;12;5564;60;166,4;583,76;1060,78;6713;.;12121;1595;894;258;40,3;26,3;2,6;8,6
150497;PA;1564,184;7;0,581;2938;479;877;4243,5;7731;6914;4921;10126;10;2902;150,25;250;933,06;1560,27;5456;5;8491;1619;968;200;29,9;21,9;2,8;9,2
150500;PA;489,852;6;0,609;2252;630;640;3630,42;7082;6588;4426;11747;7;1546;169,43;287;810,72;1345,09;4725;19;7503;1795;1766;153;25,9;20,1;3;11,7
150503;PA;38162,134;12;0,673;5009;1108;2695;8818,72;13435;11689;8130;13879;20;8089;418,4;430;2174,83;2512,82;12406;62;12955;3735;2787;639;12,5;8,9;3,2;7,9
150506;PA;15398,714;39;0,537;15772;2169;4977;4907,07;32748;29302;21098;34322;.;19359;128;250;978,4;1407,22;22070;52;36515;6433;3841;673;31,4;20,6;2,6;8,2
150510;PA;28021,419;17;0,594;10518;2497;3184;5111,45;25563;23770;17410;38743;.;8833;127,5;240;690,47;1514,08;18121;47;26016;5979;5161;476;15,2;12,7;2,6;9,3
150520;PA;3852,291;12;0,507;8617;1132;1303;3933,48;15017;13578;12879;20766;.;5621;85;202,5;739,85;1357,52;10144;.;16840;1888;1464;267;23,6;18,4;2;7,3
150530;PA;107603,292;24;0,623;14824;2885;7787;19220,02;31756;31038;24884;44152;111;13323;139,6;223,33;1669,92;1605,59;21598;15;30817;7599;7564;1319;14,9;11,5;2,2;8,8
150540;PA;562,387;7;0,568;3564;671;868;3523,62;8443;7868;6190;14227;35;1751;133,33;210;776,99;1690,61;5009;30;9434;1816;1541;159;27,5;20,6;3;12,3
150543;PA;14410,567;15;0,624;5819;1311;5699;9231,14;14270;13089;8881;13277;.;7851;184,8;360;1162,09;2048,8;10574;7;14230;3378;3252;560;22,4;12,6;2,2;10,1
150548;PA;11832,333;13;0,515;8458;1036;1902;4705,37;21599;18380;12889;25301;46;11353;85;255;824,51;1466,82;13264;13;24371;3420;2507;391;29,5;21,5;3,2;7,6
150549;PA;984,362;6;0,589;1519;364;348;4684,7;3879;3596;2710;5435;.;1683;188,67;204;1017,93;1182,94;2340;12;4142;877;812;66;34,2;23,5;2,6;12,1
150550;PA;19342,254;17;0,645;22472;5204;17860;12633,24;49267;48552;34908;54829;184;29828;204;323,5;1042,41;2249,66;36655;176;48044;13067;12609;2411;21,7;12,9;2,3;12,3
150553;PA;6886,208;25;0,715;34551;8162;47495;103403,99;77893;76015;52040;72558;512;54857;433,33;433,33;3047,67;2189,52;61652;239;58200;25499;33370;4421;16,3;8,1;1,9;10,4
150555;PA;1671,419;8;0,574;1313;309;538;6388,79;3178;2855;2241;3723;10;1233;157,5;270,33;769,78;1277,54;1686;35;3524;615;610;115;26;22,5;2;10,4
150560;PA;450,222;5;0,581;1459;372;482;3359;4039;3815;2511;6529;41;1063;127,5;244,4;622,68;1111,16;2184;16;4462;924;898;92;27,9;22,2;3,1;13,2
150563;PA;3312,661;11;0,563;2641;457;1074;7351,92;6776;5921;4894;7692;4;3766;172,67;340;935,53;1368,13;4205;13;7696;1163;892;169;28,1;22,2;1,9;7,9
150565;PA;7173,194;4;0,552;3380;717;1124;3552,65;12568;11366;7588;14453;.;5908;127,5;255;901,1;1546;8869;54;13619;2476;1760;190;25,3;17,3;1,7;5,8
150570;PA;3365,148;7;0,562;5315;1108;1232;3397,01;13379;12620;9099;15420;.;8731;100;255;829,21;1509,7;8340;11;14429;3264;1923;395;21,2;14,4;2,8;9
150580;PA;25384,96;12;0,483;15714;1528;2519;3637,45;26818;25354;22594;31574;.;15567;56;200;750,54;1532,32;15721;.;30782;2949;2138;599;44,1;30,1;2,2;7,5
150590;PA;17423,017;14;0,503;12019;1299;1873;3223,39;17612;16344;14387;24198;.;7879;100;170;975,14;1365,12;12291;.;19639;2576;1511;540;32,1;21,5;2,1;6
150600;PA;14786,987;14;0,523;8361;1033;1506;4357,86;15516;13833;11771;21971;.;5289;78;152;722,97;1634,83;9942;18;17335;2377;1602;381;25,4;17,4;2,4;6,3
150610;PA;258,6;7;0,577;2300;592;411;3257,69;5300;4968;3963;8539;26;1422;103,57;200;639;1450,29;3433;15;6025;1161;1029;107;24,6;20,9;3,5;11,6
150611;PA;326,113;5;0,543;2510;451;786;4143,53;6461;5950;4535;9689;10;2020;127,5;204;836,77;1257,52;3981;15;7468;1389;770;123;28,9;22,9;3,9;8,7
150613;PA;3823,809;18;0,672;14650;4218;11406;8636,41;38016;37540;24590;38720;384;23626;340;351,17;1273,5;2051,91;30326;407;36430;12108;10541;2166;15,5;11,6;2,5;13,8
150616;PA;4114,61;8;0,638;3246;718;2153;11852,56;9161;8536;5198;10853;16;5163;285,71;340;1190,97;1770,73;7024;93;9825;2450;1902;384;18,8;16;2,6;10,3
150618;PA;8246,439;19;0,602;7965;1412;4584;5780,14;24274;22690;14260;25601;80;15283;170;255;957,05;1441,58;16694;89;26731;6211;4107;995;24,3;20,1;2,5;11,2
150619;PA;7021,321;7;0,548;5763;965;1830;3341,44;20875;19212;13019;23417;37;7987;116,75;255;803,91;1527,81;13563;20;23032;4685;2815;543;28,3;17,8;2,3;7
150620;PA;237,738;14;0,647;8415;2211;3161;4464,99;19096;18325;13789;28954;34;6646;170;293,5;729,23;1718,15;15592;45;18260;6490;4893;484;14,5;11,1;3,1;13,2
150630;PA;1039,072;15;0,608;4072;946;1059;4023,01;10292;9891;7309;13730;29;4635;124,4;255;739,15;1433,78;7014;32;10515;2942;2280;337;11,8;9;2,8;11,9
150635;PA;278,154;9;0,627;4060;704;1560;3901,72;8755;8386;5869;9317;33;5716;170;277,5;1038,59;1397,22;4475;45;8324;2584;2652;190;13,3;8,4;2,8;11,4
150640;PA;1076,652;2;0,557;1352;276;288;3523,33;4142;4013;2679;5328;.;2399;102;135;848,04;1022,77;2370;.;4502;1293;748;78;21,5;11,5;3,2;7,4
150650;PA;717,662;18;0,659;10703;3529;7754;5321,14;31156;28310;18888;33848;211;18377;227,5;284;1015,43;1598,74;19142;156;28081;9498;10123;1216;12,4;9,3;2,7;13,9
150655;PA;1356,124;9;0,546;4633;795;1164;3405,57;9884;9540;6982;16877;20;2117;127,5;200;760,81;1217,73;5450;24;11453;1763;1842;199;34,6;24,9;3;10,2
150658;PA;10330,214;8;0,544;3732;387;1651;6015,21;9497;7709;5882;11317;51;4830;170;265,71;721,3;1333,46;5667;20;10716;1662;1006;254;29,6;18,6;2,6;7,2
150660;PA;457,725;8;0,598;4915;1240;1513;4655,82;11492;11534;8214;17521;63;4444;203;246,67;959,55;1359,28;8818;95;13151;2909;2399;291;28,6;20,2;2,2;12,2
150670;PA;11591,563;7;0,602;6683;1274;3625;5633,42;29788;26365;18980;34224;161;13470;193,17;310;1226,96;1554,45;19813;56;28649;9349;5672;888;21,7;14,7;2,2;6,7
150680;PA;22886,624;100;0,691;62978;19900;40813;6959,67;145533;149047;108044;200771;347;74899;145,88;333,33;940,06;2007,15;111060;452;117476;47970;56901;11025;11,7;7,4;2,8;12,6
150690;PA;229,51;3;0,587;1652;500;485;3827,34;3211;2930;2412;4156;3;1114;122,2;202;737,02;1273,5;1531;7;3251;930;594;41;24,5;17,2;4,7;12
150700;PA;537,625;17;0,632;5662;1257;1569;3954,64;13433;13241;9965;14438;.;8883;180;255;1163,81;1366,92;8848;23;13084;3895;3979;413;16,1;11,5;2,6;12,3
150710;PA;743,466;7;0,585;3445;1005;939;3921,94;8806;8085;6193;13094;5;2997;170;233,33;858,13;1221,91;5761;6;9464;2082;1947;90;15,5;11,4;3,6;11,7
150715;PA;1392,464;11;0,594;4456;1269;1380;4679,72;11901;11229;8249;16065;.;5821;204;255;1163,7;1749;8048;121;12428;3038;2333;317;29,8;19,7;2,5;12,6
150720;PA;1677,249;9;0,532;8257;1269;1188;3488,87;15741;14105;12333;22418;17;6249;100;255;697,87;1774,88;11222;21;17100;2408;2180;346;31,5;21,7;2,8;8,3
150730;PA;84213,284;35;0,594;11570;1481;5363;5783,8;48691;42649;25863;48037;518;28916;160;306;1800,96;2110,14;32346;173;50052;14955;7611;898;23,9;11,6;1,7;5,1
150740;PA;479,564;9;0,608;2934;606;918;4289,83;7775;7285;4919;11159;4;3229;200;266,67;993,4;1219,7;4689;56;8143;2051;1964;139;18,1;15,9;2,7;11
150745;PA;3168,383;16;0,595;5346;1300;2044;6134,17;13093;12494;9007;14928;49;7245;170;288,75;1044,28;1457,25;9277;52;14587;2475;2582;611;25,6;18,8;2,5;11,7
150746;PA;195,918;4;0,583;1128;215;331;3657,82;2738;2527;1927;3686;6;1075;170;145,71;841,42;898,86;1936;.;2782;713;575;58;18,5;8,7;3,5;11,7
150747;PA;705,542;5;0,539;4774;1120;1150;3735,89;10760;9887;7434;15731;20;3907;124,4;186,67;733,47;1127,5;5681;12;12800;2151;1278;143;26,2;20,7;4;11,3
150750;PA;1279,889;12;0,55;2782;430;502;3793,25;7149;6006;4776;9052;.;3148;166,67;204;987,99;1119,45;4069;7;7662;1403;940;140;34,5;24,8;4,2;8,9
150760;PA;1110,175;23;0,591;11586;2374;5509;3918,42;26028;25539;18894;40487;31;8894;156,67;255;861,24;1471,98;19174;91;28426;6308;4882;740;22,7;17;2,4;12,5
150770;PA;1632,251;10;0,558;5978;871;1238;3115,63;11833;11071;8561;13178;13;8140;100;206,67;700,88;1346,31;7438;20;12397;2744;2056;143;21,1;15,7;2,1;6,7
150775;PA;1298,19;5;0,59;1233;233;388;8462,91;2710;2337;1741;3559;7;982;280;306,67;1444,92;1606,18;2114;12;3074;528;395;80;18,9;22,3;3,8;11,2
150780;PA;14419,916;9;0,514;3046;518;683;4100,05;6995;6050;4803;9521;11;2379;155,5;165,2;745,8;1111,07;4700;6;8153;897;545;167;31,7;22,8;3,1;8,4
150790;PA;3517,318;8;0,615;4721;1091;1450;4045,87;11472;11529;8020;17733;75;3922;255;232,2;1084,06;1302,48;7527;19;11543;3185;3298;559;13,1;9,4;2,3;14,7
150795;PA;4430,222;6;0,588;15368;3509;10906;5404,8;40991;38306;28254;41460;104;20630;170;200;1449,96;1546,84;22654;91;41176;11854;7249;695;26,2;13,5;2,4;8,2
150796;PA;206,414;5;0,605;2109;852;678;2890,12;5272;4990;3812;6535;.;2928;170;187,5;956,78;1155,98;2871;5;5325;1487;1339;120;13,6;9,6;3,1;12,8
150797;PA;1896,506;13;0,635;3321;1045;1140;3780,08;8776;8173;6486;13128;27;3345;128;256,78;1003,71;1934,35;5537;45;8344;2421;2224;295;13,2;8,5;2,6;7,9
150800;PA;5145,361;8;0,586;13960;3286;6840;4765,01;29323;27195;21691;29672;11;18335;200;264;1094,85;1631,64;21251;61;31396;6469;4961;599;21,9;16,1;3,1;10,8
